iter,reward,steps,convergence,policy,reward,convergence,,reward,convergence
923,90,12,0.267034674,,93,2.414363988,,87,42.35916696
924,92,10,0.234301057,,92,2.37588237,,79,45.35068689
925,92,10,0.264174218,,87,2.519894369,,92,38.54768764
926,87,15,0.329722168,,87,1.950377215,,73,38.28584558
927,93,9,0.333018742,,89,1.946737814,,65,38.81211232
928,93,9,0.33270529,,90,1.933404605,,27,38.678942
929,90,12,0.333212006,,87,1.7940661,,57,39.20741158
930,82,20,0.366442998,,88,1.835598892,,91,39.23720165
931,88,14,0.344685823,,93,2.269752077,,92,37.51576027
932,91,11,0.344813483,,89,2.774269978,,90,35.24764778
933,92,10,0.347721477,,92,2.698512878,,-37,34.14622645
934,92,10,0.356347796,,90,2.797258628,,48,36.42797879
935,89,13,0.322526672,,88,2.799174753,,82,36.35583607
936,90,12,0.266084896,,92,2.848691489,,90,41.76851586
937,87,15,0.261850817,,93,2.885382953,,63,39.2182288
938,86,16,0.260921558,,93,3.039629076,,24,38.1147984
939,93,9,0.29475609,,88,3.162274323,,47,32.74828099
940,91,11,0.261602537,,92,3.213607977,,91,29.54407284
941,91,11,0.232995601,,89,2.739360965,,89,36.17197799
942,93,9,0.288087981,,91,2.192014343,,89,33.47894463
943,92,10,0.288091878,,93,1.557535883,,91,39.78255385
944,90,12,0.279680518,,88,1.640813903,,86,35.81646142
945,93,9,0.324318164,,85,2.206108329,,73,35.88441522
946,89,13,0.314338232,,92,2.248566835,,68,33.32152245
947,86,16,0.348753603,,91,2.243279644,,91,31.25888258
948,88,14,0.349330298,,93,2.249533099,,92,35.43276588
949,90,12,0.314816646,,93,2.304175505,,75,40.7941205
950,93,9,0.322753813,,88,2.978815107,,56,40.76235718
951,92,10,0.362452846,,92,3.018599077,,91,33.96807577
952,93,9,0.340486953,,89,3.180430024,,83,39.37294117
953,89,13,0.402155422,,86,3.935469042,,91,34.10976751
954,92,10,0.401929065,,93,3.753354988,,87,31.99020916
955,92,10,0.358411787,,91,3.010889199,,90,33.40969448
956,91,11,0.358981106,,92,2.91047771,,67,33.40476082
957,91,11,0.325167727,,89,2.871480814,,89,33.31881961
958,92,10,0.335084153,,89,2.774528499,,93,29.96528334
959,86,16,0.335103239,,91,2.711544306,,87,29.96528197
960,91,11,0.36039306,,89,1.920988961,,41,29.74366412
961,92,10,0.315684045,,89,2.017969952,,69,29.60357878
962,92,10,0.28285857,,86,1.844991313,,90,21.63316315
963,92,10,0.217986598,,88,1.042940019,,89,20.50437153
964,92,10,0.215723412,,85,1.134514697,,88,27.24487127
965,92,10,0.270404317,,89,1.126184005,,69,26.34248786
966,93,9,0.269219239,,90,1.144090263,,93,23.01460063
967,90,12,0.325042708,,92,1.149133683,,73,25.27935927
968,92,10,0.315091281,,90,1.268412931,,47,23.63826296
969,92,10,0.324753078,,92,1.165509513,,87,19.91022612
970,93,9,0.290799713,,90,1.181862464,,-7,25.6074419
971,87,15,0.299313323,,86,1.222154329,,92,27.05978601
972,91,11,0.353604809,,91,1.244349259,,61,27.54190262
973,87,15,0.357692573,,89,1.447187233,,71,32.20956247
974,93,9,0.359263433,,90,1.504500555,,83,24.72154778
975,93,9,0.303220365,,83,2.035197509,,60,23.90922879
976,90,12,0.309979465,,92,2.122559531,,22,27.24203707
977,93,9,0.288153633,,91,2.20789823,,22,24.59606647
978,93,9,0.288606931,,87,2.752225064,,89,27.02551936
979,87,15,0.279340163,,87,2.980481294,,73,27.49043616
980,90,12,0.322809845,,93,3.503086398,,91,21.34244222
981,91,11,0.319184693,,90,3.459809636,,82,19.50807122
982,87,15,0.268201609,,92,3.457269165,,84,26.57258112
983,89,13,0.328530323,,89,3.409000419,,90,21.43430016
984,92,10,0.361898464,,93,3.222887358,,72,21.94708746
985,90,12,0.425939049,,91,2.850496569,,56,29.57739451
986,91,11,0.453725792,,92,3.260099846,,87,31.3012547
987,93,9,0.419938,,92,3.361603891,,79,31.61272547
988,90,12,0.418794218,,93,3.370532402,,92,32.11106434
989,84,18,0.452215441,,92,3.275480189,,90,35.58827861
990,91,11,0.443060287,,91,2.809621949,,92,36.20233084
991,90,12,0.494873783,,86,2.702704873,,90,38.85905678
992,91,11,0.539437249,,92,2.761387255,,49,32.27584047
993,93,9,0.474506507,,91,2.76277387,,90,39.45997478
994,86,16,0.441626378,,87,3.058247495,,17,41.43429229
995,90,12,0.379851247,,89,2.923852237,,84,35.19554001
996,85,17,0.347949907,,92,3.127637087,,77,33.70701204
997,92,10,0.349219011,,92,2.978989161,,89,38.47244641
998,90,12,0.357917076,,91,2.685213274,,93,37.38465369
999,88,14,0.32620069,,91,2.64396158,,74,32.17786919
1000,92,10,0.299597527,,93,3.15805442,,69,32.15668877
