iter,time,reward,steps,convergence,policy
778,0.4147,92,10,25.5851628,
779,0.1643,67,35,25.35463924,
780,0.2442,93,9,25.33615084,
781,0.3059,67,35,31.94271136,
782,0.7465,62,40,33.77544159,
783,0.2906,41,61,36.29310721,
784,0.195,92,10,34.57195701,
785,0.2888,89,13,41.24042253,
786,0.188,91,11,41.21149525,
787,0.2499,92,10,41.48097015,
788,0.2009,51,51,41.36751862,
789,0.2223,33,69,44.40358439,
790,0.2518,87,15,42.71865436,
791,0.1515,92,10,42.20996185,
792,0.1987,92,10,37.50699935,
793,0.26,39,63,39.74113924,
794,0.7334,-35,137,38.37533545,
795,0.1568,89,13,33.41042297,
796,0.1462,93,9,34.10747908,
797,0.2777,15,87,39.15050962,
798,0.1674,66,36,33.83125389,
799,0.3713,93,9,37.85003819,
800,0.2853,93,9,37.91877708,
801,0.1972,81,21,38.39078648,
802,0.379,90,12,37.73066956,
803,0.2565,90,12,35.62079022,
804,0.3797,-139,241,42.45626095,
805,0.3207,49,53,42.70164166,
806,0.1805,91,11,45.32085825,
807,0.138,90,12,42.00737915,
808,0.3191,83,19,46.5680296,
809,0.1638,-8,110,39.7745302,
810,0.4441,92,10,40.50762857,
811,0.2453,85,17,32.94736538,
812,0.3257,89,13,31.86350471,
813,0.1101,63,39,29.5234032,
814,0.2875,86,16,26.52152721,
815,0.1981,79,23,24.53192295,
816,0.3774,91,11,20.17859503,
817,0.3402,90,12,19.21174762,
818,0.2672,80,22,17.77033776,
819,0.1383,87,15,18.28706226,
820,0.2148,86,16,19.08138088,
821,0.2178,59,43,19.29904881,
822,0.2416,92,10,23.91754769,
823,0.1988,92,10,23.27737926,
824,0.213,93,9,18.98298433,
825,0.1995,91,11,23.41755537,
826,0.3078,77,25,23.88686293,
827,0.2116,66,36,30.33959034,
828,0.3505,56,46,26.04914879,
829,0.1302,37,65,26.05461378,
830,0.2238,86,16,24.76220147,
831,0.2392,69,33,24.76902237,
832,0.2888,44,58,24.769052,
833,0.3155,87,15,25.69907831,
834,0.1475,-3,105,29.24204304,
835,0.1153,85,17,29.46075585,
836,0.3892,54,48,29.09004629,
837,0.1341,81,21,23.60320505,
838,0.4103,66,36,30.10051374,
839,0.2364,93,9,32.13068698,
840,0.1499,88,14,38.54968584,
841,0.1594,55,47,43.47249556,
842,0.33,14,88,46.4519485,
843,0.1563,83,19,50.90457585,
844,0.1661,82,20,49.51598337,
845,0.2216,91,11,51.44150194,
846,0.1303,54,48,53.09905781,
847,0.2365,93,9,52.25264204,
848,0.4619,83,19,50.04868744,
849,0.2527,93,9,49.99808884,
850,0.1848,86,16,43.69566855,
851,0.2906,61,41,39.17570223,
852,0.1473,71,31,31.52499834,
853,0.2668,83,19,31.56856703,
854,0.1883,-51,153,31.70992199,
855,0.5716,89,13,26.27172053,
856,0.1869,85,17,25.42823048,
857,0.2408,82,20,27.07924176,
858,0.3154,93,9,23.66064878,
859,0.1488,86,16,23.90778338,
860,0.2357,83,19,23.79187288,
861,0.1877,54,48,23.47839398,
862,0.2245,85,17,23.01577752,
863,0.4098,84,18,17.81178875,
864,0.4034,85,17,15.92134047,
865,0.3553,69,33,15.09972554,
866,0.2771,81,21,13.92752826,
867,0.4305,62,40,12.02772379,
868,0.6203,80,22,13.02519436,
869,0.4043,73,29,15.44213209,
870,0.2678,91,11,15.69045423,
871,0.1778,78,24,16.10725602,
872,0.4016,90,12,23.38206282,
873,0.1466,81,21,23.88430257,
874,0.2562,85,17,22.73378429,
875,0.1626,88,14,22.5931938,
876,0.2006,90,12,22.04113369,
877,0.191,93,9,22.01648086,
878,0.2637,79,23,22.05306327,
879,0.2202,90,12,19.43129401,
880,0.1053,93,9,20.56466539,
881,0.3456,93,9,20.82100662,
882,0.3507,84,18,14.06790777,
883,0.3736,93,9,18.73024282,
884,0.324,75,27,25.4167346,
885,0.201,90,12,31.94653288,
886,0.211,90,12,32.7531195,
887,0.5629,91,11,32.8629978,
888,0.3976,71,31,29.83299563,
889,0.8915,-172,274,28.04796501,
890,0.2798,71,31,28.987999,
891,0.1186,90,12,29.35771134,
892,0.2993,84,18,33.96987084,
893,0.2253,75,27,31.54437176,
894,0.3227,63,39,25.22773125,
895,0.2933,89,13,18.62641784,
896,0.2478,68,34,17.90033203,
897,0.2007,91,11,17.16876605,
898,0.5642,67,35,19.28769765,
899,0.2356,84,18,18.98622737,
900,0.3351,79,23,16.21339123,
901,0.1786,68,34,17.76559194,
902,0.2314,20,82,15.77702022,
903,0.1883,89,13,21.18687749,
904,0.2376,84,18,23.53772195,
905,0.136,93,9,23.44295888,
906,0.2133,93,9,25.45368308,
907,0.2376,46,56,25.70469297,
908,0.2139,89,13,24.83692029,
909,0.1758,93,9,27.16399785,
910,0.3422,87,15,28.05021338,
911,0.3703,53,49,27.78376295,
912,0.2473,90,12,26.56831748,
913,0.1939,92,10,18.85578032,
914,0.3064,34,68,17.44229197,
915,0.3072,56,46,23.97127392,
916,0.3376,27,75,24.46213315,
917,0.1456,5,97,28.7205519,
918,0.5119,93,9,29.58998373,
919,0.2181,89,13,31.42759168,
920,0.824,88,14,35.6557092,
921,0.4096,83,19,35.63703744,
922,0.5796,81,21,41.10916711,
923,0.1948,87,15,42.35916696,
924,0.2133,79,23,45.35068689,
925,0.2574,92,10,38.54768764,
926,0.2898,73,29,38.28584558,
927,0.3425,65,37,38.81211232,
928,0.3111,27,75,38.678942,
929,0.1672,57,45,39.20741158,
930,0.313,91,11,39.23720165,
931,0.2658,92,10,37.51576027,
932,0.1915,90,12,35.24764778,
933,1.0024,-37,139,34.14622645,
934,0.2769,48,54,36.42797879,
935,0.3112,82,20,36.35583607,
936,3.623,90,12,41.76851586,
937,0.1967,63,39,39.2182288,
938,0.3164,24,78,38.1147984,
939,0.1958,47,55,32.74828099,
940,0.5449,91,11,29.54407284,
941,0.3045,89,13,36.17197799,
942,0.4437,89,13,33.47894463,
943,0.2864,91,11,39.78255385,
944,0.1587,86,16,35.81646142,
945,0.1952,73,29,35.88441522,
946,0.398,68,34,33.32152245,
947,0.4772,91,11,31.25888258,
948,0.6078,92,10,35.43276588,
949,0.5406,75,27,40.7941205,
950,0.5151,56,46,40.76235718,
951,0.1724,91,11,33.96807577,
952,0.2786,83,19,39.37294117,
953,0.3169,91,11,34.10976751,
954,0.3552,87,15,31.99020916,
955,0.4349,90,12,33.40969448,
956,0.3558,67,35,33.40476082,
957,0.2932,89,13,33.31881961,
958,0.427,93,9,29.96528334,
959,0.171,87,15,29.96528197,
960,0.4498,41,61,29.74366412,
961,0.6172,69,33,29.60357878,
962,0.2671,90,12,21.63316315,
963,0.3753,89,13,20.50437153,
964,0.3815,88,14,27.24487127,
965,0.2728,69,33,26.34248786,
966,0.2039,93,9,23.01460063,
967,0.4039,73,29,25.27935927,
968,0.174,47,55,23.63826296,
969,0.288,87,15,19.91022612,
970,0.3111,-7,109,25.6074419,
971,0.28,92,10,27.05978601,
972,0.3253,61,41,27.54190262,
973,0.249,71,31,32.20956247,
974,0.399,83,19,24.72154778,
975,0.4362,60,42,23.90922879,
976,0.2972,22,80,27.24203707,
977,0.3553,22,80,24.59606647,
978,0.5729,89,13,27.02551936,
979,0.4274,73,29,27.49043616,
980,0.3095,91,11,21.34244222,
981,0.1885,82,20,19.50807122,
982,0.8925,84,18,26.57258112,
983,0.3771,90,12,21.43430016,
984,0.4425,72,30,21.94708746,
985,0.5979,56,46,29.57739451,
986,0.5202,87,15,31.3012547,
987,0.2717,79,23,31.61272547,
988,0.8443,92,10,32.11106434,
989,0.1912,90,12,35.58827861,
990,0.3082,92,10,36.20233084,
991,0.3271,90,12,38.85905678,
992,0.1819,49,53,32.27584047,
993,0.4457,90,12,39.45997478,
994,0.6479,17,85,41.43429229,
995,0.5401,84,18,35.19554001,
996,0.4209,77,25,33.70701204,
997,0.3457,89,13,38.47244641,
998,0.6042,93,9,37.38465369,
999,0.3241,74,28,32.17786919,
1000,0.3283,69,33,32.15668877,
