iter,time,reward,steps,convergence,,time,reward,steps,convergence,,time,reward,steps,convergence
289,1.6458,-34,136,2.095149715,,3428.8672,1,101,0,,2250.318,1,101,0
290,2.0732,-45,147,2.262332914,,3145.0362,0,102,0,,2105.8777,5,97,0
291,2.0089,-39,141,2.267787431,,3480.751,1,101,0,,2252.6654,22,80,0
292,1.7426,2,100,2.11020248,,3185.3536,13,89,0,,2153.4745,-6,108,0
293,2.2294,0,102,2.241544459,,3182.5065,0,102,0,,2156.9305,-11,113,0
294,1.6752,-49,151,2.078000923,,3222.967,11,91,0,,2116.2234,12,90,0
295,1.7339,-36,138,2.161209262,,3568.691,-1,103,0,,2120.1395,-6,108,0
296,3.5863,-21,123,2.14031897,,3431.5473,-18,120,0,,2222.6996,-1,103,0
297,3.5772,-26,128,2.12345864,,3495.5299,4,98,0,,2131.9704,2,100,0
298,1.8209,-14,116,2.12026363,,3809.9379,-4,106,0,,2170.5987,15,87,0
299,3.9033,-43,145,2.111065051,,4056.815,4,98,0,,2161.0948,10,92,0
300,1.9712,-62,164,1.890842199,,3423.6993,-2,104,0,,2167.4411,2,100,0
